Complaint Text
building cement shut
dust construction site work outside scope permit
installation hvac rear
damage facade removal signage
installation exhaust vent light vent removedcheck light bar areaway
wall knock huge holeat th floor
stoop noncompliancetoo wide
alt entrance door
window ac work
repaint fire escape without permit
alt sf installation signage
paint portion facade white
paint facade stoop
wire expose light hang
illegal ad paint corner jersey street next bess store
ongoing work
conduit
installation awning front door installation slate roof tile
illegal paint sign
ftm
removal porch installation fence
installation signage noncompliance
add fence areaway wall
cement side yard
installation signage light
new brick areaway wall step new bay window
installation areaway wall
instal hvac rear wall break wall
demolish stoop instal new stoop
sidewalk replacement
work do front step without permit
installation security camera conduit
replacement top floor window
stoop gate
installation cross walkway church
installation trough arbor rear courtyard
roof ornament fall
installation awning canal street replacement windows canal
installation signage without permit
installation security cameras signage frost glass
paint building
new white window rear facade visible form th street removal door dormersvinyl
ac unit instal rear facadend floor
neon windows sign railing flag
carriage house redone
installation wood enclosure rear property
front door redone
installation net noncompliancedrilling stone
wall ac
ongoing work building base
ongoing roof work
patch facade noncompliance
high voltage line dangle
paint base building curb
cut tree
instal railing planter
installation illuminate signage
replacement sf
removal wood window installation vinyl window
instal outdoors light signage
removal ledge stone front facade
damage historic limestone sf surround
add terrace nd floor replace window door
renovate lobby building paint door
installation sf ground floor signage nd floor
awning signage
alteration sign box
add extra floor roof
window paint white
installation birdproofing
installation signage window
removal terra cotta corner buildng
alteration sf display window
awning sf replacement
work bottom two floor
installation large banner brownstone facade
new awning st floor awning nd floor
new box awning st floor new awning nd floor
awning nd floor
demolition stoop
alt building base
replace security gate
work do roof exterior outside scope approval
installation atm
installation flag nd floor without permit
installation metal window
replacement widnows
replacement side
installation rear deck noncompliance
sf work
installation clothing donation container
electrical wire work fire hazard
alteration front pathway
create open side building
sidwalk add
alteration rear deckadded pole christmas light
alteration do change stabilize
paint door
drill electrical work
installation storefront noncompliance
installation signage without permitsphillip lims
paint limestone surround installing signage
window add without permit
telephone pole instal rear yard wood shingle remove painted exterior red
rear facade noncompliance
renovation
construction landmark building
construction work
removal iron fence installation chain link fence
installation hand railing
instal white vinyl window top floor
instal white vinyl window
installation hvac equipment roof
paint cornice without permit
paint rear facade white
installation awning signage without permit
installation vent front facade
widen driveway
installation fence west portion property
installation light roof noncompliance
docket keep note
major construction removal window
facade work noncompliance
installation signage roof work
installation security cameras conduit
replaced step storefront ongoing storefront work
paint facade without permit
installation vestibule signage
ongoing paint building base
paint entrance door replace front window
paint entrance door
exterior work contrary plan
new masonry facade new door new lampost new window
replacement window rear
installation illuminate sign
paint front door
replacement window fire
installation window signage
installation signage door
installation light fixture without permit
paint build white black
installation rooftop railing
building exterior extension
second floor window reduce size
stone work stoop removal awning
removal stain glass window
removal ironwork
installation signagecyrk
replacement sf without permit
removal storefront
paint front door without permit
installation advertising signage
construction
structure build
paint front door door surround
interior demolition
net electrical work
construction structure yard
brick place outside building removal lot line window
st nd floor structural work installation steel gate entrance
removal brick step handrail
construction bulkhead
rooftop construction
curb cut west drive without permit
gutting entire building
entrance door replace metal railing stoop fence areaway replacement window
vertical enlargement
replacement storefront without permtis
new foundation garage
work do inside building
put concrete step sidewalk
building structure roof
change facade window
illuminate signage
build extension back greenhouse
alteration ground floor noncompliance
illuminate run sign instal church facade
installation conduit camera menu box
construct brick wall front house
replacement porch windows without permit
food veg sidewalk awning project far
installation sidewalk enclosure
removal side
paint balcony doorswindows
alteration window
resurface stoop
paint stoop
security camera
replacement fence
installation split system ac unit
gutting rear building
alteration stoop door
replacement roof mansard replacement material
replacement window door
paint stoop without permit
file note door replacementgrandfathered
installation wall step
air intake installed cellar hatch
file note grandfathered fence
file note grandfathered side
installation electrical pole replacement gutter
ongoing facade work noncompliance
replacement windowsnot visible street
replacement ground floor window replacement sidewalk
construction site unsafe
removal nd floor ironwork
installation mechanical equipment roof noncompliance
installation banner signmissoni sf
file note window replacement painting facadegrandfathered
paint facade security grille
interior alteration
installation drainage pipe bad pinting visible rooftop ac
ongoing window replacementdistrubing asbestos
reconstruct deck
installation new railing
resurface stoop without permit
installation awning
large hole open air cover plastic
file note illegal condition
new side door ramp
scafffolding front buildingbay window remove
repoint
paint coat st floor masonry
paint facade signage
installation outdoor heater sidewalk cafe
installation antenna roof alteration front entrance paving
paint front facade blue
installation awning without permit
brick replacement
installation parlor floor door
large multitenant free standing mailbox
installation electrical meter box front facade
verizon store sign drill storefront
installation signage eddie bower
installation signage awning signage
security camera mortar noncompliance
installation antenna mortar noncompliance
installation antennamortar noncompliance
electrical mechanical plimbing without permit
installation signage plaque
installation window without permit
installation sculpture sidewalk
build something property new window fence
door step retain wall
installation goose neck light fixture
installation rear yard additionsee file detail
wokers unsafe condition
interior work
large neon signage bench
large neon signage
removal rear wall
gutting building
add concrete corner
ongoing interior alteration
put building add wall
installation rail roof
partial stoop collapse
installation utility meter
paint base building ongoing facade work
construction rear yard addition
installation cell phone antenna
building roof taller add pool
renovate apartment illegally
patch cast iron columns concrete
security camera window signage
installation neon border light
ftm facade cornice
ongoing concrete work cornice
work without permit
demolish building
removal roof rear wall
total renovation
installation electrical meter
construction parapet front facade
installation signage rd floor balcony
installation rooftop addition noncompliance
demolition landmark site
areaway fence
paint terracotta base
alteration stoop
paint reade street facade
installation rooftop mechanicals
crack sidewalk basement window broken gate broken
replacement sidewalk entrance gate chip concrete
change window
ftm marquee
replacement upper floor window
installation security camera without permit
ongoing facade work without permit removal window
installation security camera light fixture garbage enclosure
installation bracket sign without permit
ftm roof
subdivide building
window noncompliance new window front hvac
installation hvac equipment
continued ongoing facade work
installation garden wall decoration top
replacement parlor floor window
diablo royale alter exterior remove french door add plywood panel
gut renovation
ftm stoop
installation roof deck
installation security camera
illegally construct nd floor facade
create new door opening
note change make designation installation awning
note change make designation replace window paint cornice brownstone stoop
enlarge bulkhead installation rooftop deck
note change make designation replace door light security camera restoring window
add th floor replacement parlor floor door
window replacement
installation temporary sf without escrow place
neon signage signage sf window
paint storefront parapet alter storefront
installation quions without permit
installation rent signage without permit
installation security grille without permit
exterior signage lighting
unsafe construciton site electrical work
hole dig basement
installation hvac unit
removal brownstone stoop railing
unsafe construction site steal beam store
remove decorative brick facade lintel instal storefront light fixture signage
construction fence construction porch
removal stone wall excavation cemetery
installation sign fascia sign
installation shed rear
replacement sw bluestone replace concrete
paint cornice window add rear
installation christmas light
paint storefront noncompliance
removal light fixture
installation storefront without permit
paint facade noncompliance
paint facade white
alt rear yard
work bay window
areaway alt
alt areaway curb
removal fan light window main entrance
installation front facade brickwork noncompliance approve sample
installation window stoop without permit
replacement corner storefront installation nd floor signagecore
installation storefront
installation gate
installation signage paint ironwork green
installation shed without permit
removal rear shutter
areaway modificatons
sf noncompliancenot painted black design wrong sign panel instal wrong also facade work
installation shed white plastic fence
rooftop addition noncompliance
installation signagerental ad
removal tree
paint building without permit
installation signage awning
installation alluminum vent stack
cover original brownstone stucco
installed central air condition unit
large brick surround room wooden leanto roof
sloppy repair terra cotta th floor west face window replace
installatino window signage
jack hammer bluestone
front facade house paint gray
paint facade replacement front door sidewalk replacement ironwork replacement
building roof
paint sign nd floor building change window
installation visible exhaust system
installation bracket sign
stoop resurface
replacement areaway pave
installation neon signge
double hung window instal east facade rd th th corner
camera
signage
ftm property
work front facade
exterior work without permit
enlarge tree pit noncompliance
replace front door
rebuild side facade noncompliance
areaway alteration
sign banner
hvac roof
installation paint sign
possible ftm steeple
paint storefront without permit
illegal vent
installation railing stoop gate
internal note grandfathered work
work parking lot without lpc approval
foundation work without permit
removal stain glass transom
refrigeration unit rear outdoor space noncomplaince
installation floodlight
installation exhuast pipe paint front gate wood work around front window
ftm transom interior alteration
unsafe work
installation drainage pipe light fixture
installation light fixture
resurface brownstone
satellite dish sf infill
paint door cobalt blue
paint door red
paint door blue
paint door turquoise
paint door aqua
vandalism
construction without lpc permit
installation net facade
paint storefront add light
sf infill window
dilapidate fencing lattice refuse
installation plaque facade
installation perimeter light
installation signage nd floor window
painting sidewalk
installation new door handle
large sign instal
installation security roll gate
installation vent
installation bracket signgant
facade work without permit
create whole sidewall
remove decorative iron vestibule instal awning
extend height rear wall
installation signage painting storefront
wood step
replacement window facade work
different front door
replacement windows door
removal cornice replace door window
removal lintel repoint facade
roof work
work noncompliance
alteration stoop replace side brick add granite tread
repoint noncompliance
window remove bricked base building
replacement windows door installation hvac
installation paint signage lighting
installation visible hvac unit roof
installation split system unit rear visible street
installation banner signage
wood repair without permit
garage poorly maintain installed cooking grill chimney visible waverly hvac instal
renovation carriage house without permit
replacement sidewalk
new front door renovation without permit
removal masonry instal french door deck
expansion bulkhead garage build installation hvac main building roof
replacement storefront without permit
excavation front areaway
fire damage facade
replacement window work front step
window cover
erected car port front yard
installation neon sign
installation awning claudettes
removal signage nonhistoric finish facia storefront window
installation awning hudson bar book
excavation front yard
installation light fixtures centre street facade
ongoing construction roof
installation neon signage nd floor window
vacant building occupy door change
noncompliant work portapotty
removal grass pave front yard
paint storefront installation signage
replacement attic window louver
roof stucco work
areaway wall
paint front door blue
plant plant window sill th floor
installation flagpole installation awning noncompliance
ongoing workremoval window hole facade
installation billboard without permit
large triangular shape structure roof
remove wood glass door without permit
peel paint wrong color
visible smokestack vent satellite dish roof didnt install sound barrier hvac
flake paint wrong color
poorly paint facade rust cellar door
graffiti peel paint wrong color
new front door storm door
resurface noncompliance
marble stoop instal
new vinyl porch window
new front door door frame
installation lead signage
replacement roofremoved slate instal asphalt
raise parapet height without permit
replacement windows add decorative window guard replace door
installation signagematt bernson
installation canopy north facade
replacement st floor windowswood metal
building paint coat
removal flower bed
removal fence
installation duct
add roof deck fence new front door light paint
ongoing construction cause damage neighboring building
installation signage cast iron
replacement display windows signage
ongoing storefront alteration
rebuild chimney th street side apartment building use unapproved brick mo
construction rooftop addition
instal rooftop hvac
apply cement stoop
deck rear
replacement storefront
installation billboard
ongoing yard work
boarding window
installation rooftop rail noncompliancevisible glass
instal ductless ac unit
paint building gray without permit
extensive work
coat stoop
excavation replacement window
installation hvac noncompliance
window replacement noncomplaince
installation signage storefront noncompliance
sign animal hospital work cellar
vent
paint porch without permit
building renovate window replace
sf work noncompliancepermit pending
removal paint
disrepair
enlarge sidewalk add fence
attach ladder facade
removal clay tile roof security gate
installation awning chapter one
alteration dormer
alt sf fence hvac addition
illegal rooftop construction
paint trim without permit
installation shed
knock wall add extension
removal window replacement noncompliance
alteration storefront
removal gate
replace window balcony alter stoop opening add security grille gate light
ongoing resurface stoop
paint addition white
installation light fixtures signage hvac without permit
repair ironwork
deck add property
ventilation system instal roof
construct garage
removal blukhead non match material
replacement rd floor window
ongoing brick cement work
go facade work noncompliance
demolition cut hole roof replace front door
noncompliant electrical work
installation sign ground floor without permit
ongoing demolition removal window open roof
paint stoop areaway white
storefront alt cornice altswindow lintel detail wrong window wrong
installation awning structure
stoop repair without permit
replacement window paint door alt rear facade see complaint
removal roof rear removal bottom sash removal ac unit
window lintel storefront wrong
build foot high wall front house
replacement door window
replacement st floor window
installation marquee
installation light fixtures installation planter box large move person signa
work outside scope storefront
construction work occur right
installation pergula
installation neon signage nd floor windowsalready remove
installation two sign
installation deck nd floor
installation operable sf window
paint curb yellow new door facade work beneath stoop add mailbox added gate window
rebrownstoning facade
installation fence add camera add terrace
installation rooftop hvac
installation stoop gate areaway fence gate
installation signage staple
roof deck fence
ongoing construction rear facade
roll gate awning
demolish portion building
installation hvac unit front facade instal large gutter
installation wooden awning
installation neon signage
replace portion sidewalk
alteration rear noncompliance
installation cool tower rear alley sure public thoroughfare
installation fence front yardcomplainant didnt give specific address
replacement roof removal cornice
installation signageneon tv vinyl
installation bracket sign signage sf
installation visible bulkhead
installation camera conduit
replacement windows northernmost bay nd rd floor gay stcheck window
installation rooftop hvac noncompliance
replacement areaway pave noncompliance
gutting building change window structure wall ac
installation canopy without permit
poor repair door base fence broken new light fixture rear poor condition
instal new front door
removal original stonework around doorway
installation load platform noncompliance bank street
break step landmarked church
replacement window rear facade
work newsstand
replacement windows permit pending
installation rooftop pergula
ongoing areaway work
ongoing sidewalk work
replace floor porch redo stair railing
installation vent front property
banner instal drilling cast iron
take roof work
ongoing stoop areaway work
installation signage painting
installation vent without permit
paint portion stonework
construction without permit
ongoing alteration
repair noncompliance
installation rooftop addition noncompliancevisible
rebuild stoop property line
paint fence add razor wire
reconstruct wall
paint brownstone facade red new door
work outside inside building
resurface
rear exterior alter
replacement roll gate
remvoal window
installation bulkhead noncompliance
sf noncompliance
increase blueprint
nd floor awning
jackhammering sidewalk front yard step
retail business place window
remove antique lamp add industrial lighting
renovation without permit
installation antenna noncompliance
construct garage foot taller
installation antenna roof without permit installation heat lamp
removal cornice
installation roll gate
add air duct
facade work signage
installation heat lamp
removal bluestone sidewalk
nb
installation new floor roof
new vent roof installation structure
unsafe construction site
arbor remove entrance check window
work stoop areaway
installation conduit rear facade
installation storefront windows noncompliance
merge two unitsinterior alt
exterior work do incorrectly
installation neon signage window
ongiong facade work noncompliance
ongoing work buildingreplaced column rest stoop
window
installation addition noncompliance
replacement storefront installation signage
installation rooftop platform structure
construction rooftop addition noncompliancelarger see complaint file
ongoing facade work noncomplaince
work do contrary swo
noncomplaint mortar
work sidewalk
stoop work security camera
installation roll gate hair salon
alteration garage
gas meter front facade
installation signagepershing square
installation flash open sign
alteration bay window
replacement rooftop greenhouse without permit
installation mural rear facade without permit
signage apartment rental
installation illuminate signsoutfront prime
installation tv screen set right window
installation signage large hook
installation flue
bricking window bore hole back yard
apply stucco brickwork
paint brick without permit
installation tar paper party wall
new storefront
door
pip
installation awning nd floor
sf mod rooftop work noncompliant
signage instal without permit
interior work without permit skylight rear porch remove replacement window
structure build add pergula
installation rooftop mechanicals noncompliance
paint interior courtyard wall installation signage removal paint
installation wall sign
installation hvac equipement noncompliance removal corbellled brickworksee ew
installation rear window doesnt fit facade
building shiny
new fence
work swo
ftm front side facade roof
installation wood stoop
dismantle turret
illegal construction
installation barbedwire rear extension
construct plywood wall
site condition unsafe
repaint sf noncompliance
installation door beneath stoop
installation large illuminated signage
paint masonry
broken window
installation move image signage window
failure comply mou
ongoing work temperature
installation concrete base signage
alteration bay noncompliance replacement top floor window
point noncompliance
electrical work do roof
owner illegally paint brownstone stoop
replacement storefront door
resurface front step
alteration rear facade
ongoing alt areaway
installation hvac unit demo garage
ground floor facade work noncompliance
installation canopy rear yard
installation antenna noncompliance courtyard rear
installation mailbox instal door stoop
paint facade stoop yellow
construction equipment property ongoing work
window replace
ongoing work replacement window
installation awning entrance
ongoing construction
restoration buildingnoting grandfathered work
signage awning large
installation signage bulkhead
possible demo neglect roof cave wall crack
violate height restriction possibly penthouse setback
removal window construction deck rear
installation rooftop rail without permit
ongoing work roof rear
work storefront add awning replace window
replacement window throughout
installation wall
installation rail roofvisible street
installation illuninated signageoutfront medium
installation illuminate signage windowsthink pink
replacement fence without permit
installation light fixture noncomplianceexposed conduit
installation uplighting signage
installation illuminate signage fence
replacement parlor floor window removal cornice
failure file require inspection report
installation antenna without
installation signage transom
unsafe work exterior
installation chimney extension
improper light power construction site
installation signagewework
failure repaint cast ironin bad conditionfollowup enforcement
installation paint wall sign
ongoing excavation
drill use cement
work stoop
window noncompliance
installation canopy
replacement duct
installation stair noncompliance
ac unit roof without permit
alter brickwork bulkhead
unsafe work condition
construction rear yard addition without permit
new build impede air right
replacement transom noncompliance
installation antenna permit pending
board window waverly avenue facadebasement
installation air curtain entrance
reinstallation menu box
alteration rear facade without permit
ongoing clean facade without permit
alteration entrance portico
ongoing facade
work rear
take apart stoop
ongong construction work
installation park sign near west th street driveway
add banner
installation signage gas station without permit
installation areaway fence noncompliance
installation rooftop addition noncompliancequestions cladding see file detail
site condition endanger worker
construction deck
construction rear yard addition noncompliance
excavation basement
exhaust flue rear alley seperating
park car yard drug deal
installation cornice noncompliance
ongoing work without permit
illegally convert property
installation signage awning hvac
resurface stoop add detailsnoncompliant work per dd
installation roll gate blocking facade
installation rooftop addition without permit
work
gut renovation without permit
removal basement bay
removal windows installation net
removal door replacemen top floor window
removal door painting base
chip away layer brick
installation awning pearl street barber shop
installation wood fence
construction basement
removal vault light
building vibrate
installation banner sign
gutting apartment
installation signagedead rabit
installation stoop gate
removal historic security grille
installation cool tower without permit
installation bracket signage signage vinyl window
installation duct front facade
installation electrical equipment roof antenna
work despite stop work order
paint fire escape red
installation large hvac unit apt
installation window without permit cornice fire damage
removal window without permit
removal door
curb cut instal parking lot
installation concrete block signage pole instal
interior exterior alteration
rebuild front stoop
exterior work
patch step wall
ogoing stoop work
installation scaffold
paint facade instead resurface replace window
cooper awning
installation vent sidewalk
alt stoop
installation meter
installation fence gate
installation push plat cast iron vault light remove
patch entrance paving
installation rooftop addition planter box pergulas etc
rear work without permit
rebuild rear deck
installation signage bulkheads wall
replacement sidewalk areway pave
repoint noncompliancetooling
park car front yard
fence high
construction security camera window
new window sign tie gate
installation pipe
installation hvac equipment roof see complaint file photo
isntallation wood stoop
paint rear facade black
installation rooftop step visible west th street lexington
installation security camera plaque expose conduit
construction addition
installation signage cornicejill stewart
new rail
paint step orange
installation hvac without permit
interior work painting door
installation tube
installation signage noncompliancedouble signband
installation intercom
installation fence rear yard
instalaltion fence
installation storefront noncomplianceshould expose column
top floor windowsnoting granfathered work
ftm facade
facade worknoting grandfathered work
sf alt
facade mirror glass
enclosure
replacement windows installation wall modifcation bulkhead
sidewalk work
add awning electric signage
paint window sill lintel
installation generator west drive facade
bluestone removal installation concrete
inteiror work structure roof
installation roof fence without permit
rebuild rear facade without permit
installation paint wall sign storefront sign
installation window signage broadway break window crosby street
installation flagpole without permit instal
repoint power grinder
installation rail garage extension
french door hvac unit side facade
paint brownstone portion facade
removal decorative tile
installation waterfall awning easternmost entrance
repaving front areaway
replacement windowsneed paint window install grille
installation signage plaque louver
rooftop additon noncompliance
ongoing installation fence
installation something roof
installation enclosure without permit
tore garage build new building
installation vinyl signage
replacement front door installation security light
replacement front door
construction chimney
installation solar panel rear yard addition visible public thorough fare
installation security gate window
installation storefront signage
sign show window
installation light signage gate
lead signage
sign paste onto window
worker alter roof
installation light camera
paint ground floor
installation rooftop addition
installation cellar hatch replacement door replacement rear door installing extension
ongoing facade work bulkhead
swo place ongoing work
document grandfathered work
installation rooftop pergola without permit
work parapet roof
instalaltion signage central park frame store appleberry noncompliance
change step courtyard
installation cornice noncompliancvemissing detail
installation lamp post east th street garden without permit
injured worker unresponsive
removal lintel see ba
installation security grille arch window
removal window surround
mailbox build new door
construction roof
noncomplaint sf
large cynderblock structure
window decal
construction rooftop bulkhead noncompliance
alteration areaway fence
installation throughwall unit noncompliance th street
sf display window instal noncompliance
installation mailbox
installation white ac duct rear facade
paint mural sidewall
break sidewalk driveway
work garage door point rear
top stoop take
paint ground floor facade
installation pergola noncompliance
installation gooseneck conduit
ongoing excavation outside scope approval
removal metal awning penthouse level
installation hvac equipment roofsee file photo
alteration ground floor
ongoing facade resurfacing
paint cornice lintel sill without permit paint storefront noncompliance
removal enclosure installation storefront
remove slate roof
installation signageblue mercury awningrag bone
installation flagpole
construction addition noncompliance see file photo
remove historic fabric storefront
ongoing repoint
installation modern door
ongoing window replacement
facade work window replacement hvac
installation advertising marquee
excavation without permit
replacement ironwork
paint exterior building
installation vinyl window
rebuild stoop reinvestigate
window replacementaltering ground floor opening
awning noncompliance add mural
exterior renovation
facade change include window replacement without permit
ongoing concrete work
alt chimney
exhaust vent rear facade add stair steel dunage
removal church steeple
alteration rear yard
work do without permit
work rearadded patio staircase interior work
installation metal chimney without permit
removal window grille
fire damage building window remove
add metal screen brownstone repair
installation security grille nd floor
rooftop addition without permit
installation ac unit storefront window
add wooden plaque
add new walkway step etc
installation rooftop deck without permit
improper cement work step
replacement sidewalk removal curb cut
installation intercom exterior
tear wall basement
unsafe site condition
ongoing construction addition without permit
installation rear yard addition
installation signage permit pending
replacement window noncompliancemetal
rooftop work noncompliance
installation sfs without permit
installation rooftop addition noncompliance painting building
removal fire shutter possible ftm westernmost bay door
installation storefront infill
installation antenna lamppost corner park
installation rail top building
new window
removal rear porch balustrade without permit
jackhammered stoop add stucco
replacement dormer window
removal rear wall planning build rear extension
paint building black
ongoing work swo
replacement sidewalk without permit
installation rear stair alarm bell front facade
rmeoval sidewalk vault
installation rear deck without permit
installation deck without permit
add granite veneer stoop wall mount acs rear
sheet windowsmising
electric fence
rebuild facade noncompliance
installation sf infill noncompliance replace garage door
rebuild stoop
remove areaway fence
ongong facade work
electrical work
fire damage building
new sf infill
installation areaway ironwork
installation hvac unit rear yard visible painting facade
demolition work
installation satellite dish work work neighbor site damaging building
installation light conduit
installation hvac unit without permit
length along side building
rooftop addition noncomplaince
building backyard
change window door satellite dish
replacement window noncompliance without permit
painting cornice
repaint cornice
work north facade
installation nd floor windows dormer noncompliance
railing stoop
demo outside scope
secondary egress
replacement basement parlor floor windows areaway railing
instal railing stoop
alteration fence
alt porch
alt studio apartment
large illuminate sign
put new chimney visible
demolish window
roll gate sf infill
neon signage
installation signage second floor window second floor entrance
demoed rear extension visible street
removal historic wood railing
drill ornamental brick
remove cornice facade work outside scope approval
installation antenna without permit ftm facade painting door
instalaltion antenna
installation hvac
metal window noncompliance
alt sf new window
ongoing consturction rear
work do
installation hvac unit noncompliance
installation sidewalk cafe noncompliance
two iron gate put
note grandfathered condition
installation retain wall
cut joint facade
installation awning noncompliance
replacement column entrance
installation antenna south tower
sf noncomplaince
new door fence light
cap stoop railing
installation pergola
installation hvac unit front yard
installation chain link fence brownstone stoop
work perform
coworker electrocute help passenger wheelchair lift
installation signage pier
installation signage replacement storefront
installation signage sf window
ongoing excavation noncompliance
partial facade collapse
removal door alt porch
added signage widen path add railing bright light
added railing add structure roof hvac unit
added railing path
antenna noncompliance
replacement sf noncompliance
facad work noncompliance
installation bright metal pipe facade windows noncompliance antenna noncompliance
installed structure plant
ongoing work front areaway
alteration front door
facade roof disrepair
removal sign plaque
installation ft tall fence
build shack outside building
work window illegal work
extension construct
add whole new roof roof
installation paint mural
plywood place window
build another floor roof
hole outside wall
building rear
paint building base
stall construction sitehave plastic tarp
paint build blue orange red
instalaltion storefront noncompliance
ongoing work areaway wall
stain wood door surround
damage tombstone portion graveyard designate check report
exterior workbricks beign remove
sf replacement
installation signage storefront window
installation large signover mailbox
replace tile flooring
new barber shop nd floor without permit
installation signage iron fence
use jackhammer step
alt rear facade
paint building base blue
roof replace noncompliance
replacement sidewalk noncompliance
break hole back building window front cover paper
installation fence areaway roof
new chimney
building construction residence stop work order post door
installation rear fence
alt front path excavation
intallation hvac unit roof without permit
replacement door noncompliance
installation signage awning permit pendingdoesnt meet rule
removal fire escape ongoing facade work
alteration security grille
installation signage bridge street facade
construction beyond scope approval add pole light
replacement sf installation pole
stain door
replacement bluestone sidewalk
installation tree pit
installation plaque m complaint point
building deck rear
window work noncompliance
paint door surround
metal fire door
ac unit facade
installation lead screen
sidewalk vent
barb wire roof
installation fence yard
noncompliantwork swo
work endanger worker
building addition
new rail stoop
paint portion west th street facade installation signage
jackhammering
installation bin tree pit
construction rear rooftop addition noncompliance
installation visible flue
altered step building
paint facade gate interior work
possible ftmcheck east th street facade
paint sfs
installation solar roof patio visible street
replacement door instal mailbox outlet
replace door add metal roofing
alteration stoop vent set back roof
ongoing facade work permit pending
ftm entrance step
remove stained glass building demolish
installation conduit
installation planter
neon signage th th floor window
replacement door windows paint facade cornice
installation vinyl advertising sign
installation lead light speaker
convert school residential doesnt look safe
fence miss
construction activity without permit glass material debris thrown
installation fence roof
installation nycfd signage
installation vinyl sign pier installation speaker
installation chimney without permit
construction do without permit
add new stoop railing
storefront badly repair paint sf cornice lintel white
paint storefront pale green signage oversized
replacement front walkway noncompliance
ongoing work rear facade
work roof
installation dormer noncompliance
cornice noncomplaince
ftm front facade
facade work noncompliance decorative terracotta replace plain brick
installation two gate stoop
grind mortar joint add sealant add railing stoop
replace door
drill sign building
replacement top floor arch transom window without permit
replacement planter noncompliance
installation flagpole without permit
illegal exterior work
ongiong facade work
replacement door installation gutter replacement basement window install sign
replacement front stoop front areaway stairs without permit
alteration areaway curb noncompliance
replacement top floor window noncompliance
remove portion marble
installation gas meter replace light replace tile
noncompliant sf
installation signage bagel store
construction work alteration remove
cement detail entrance
installation fence noncompliance
installation camera
installation antenna
paint storefront bracket sign sw cafe light awning
installation frost glass storefront
put hole put door
installation wall areaway
replacement windows installation awning replacement areaway fence security door
installation light fixture noncompliance
removal steel lintel nd floor window
installation bracket signage
installation window noncompliance white
signage windowsnd nov
installation signage gate installation gate without permit
demolition roof
installation awning plaque
top floor window noncompliance poor maintenance door power wash rot add sign
paint portion rear wallfence brown
installation electrical meter front facade
replacement windows noncompliancewhite
paint entrance replace door removal paint
replacement rd th floor window
installation bracket sign gourmet garage
installation backlit sign building etnrance transom
rebuilt facade noncompliance alt facade cornice
wrong window configuration alt facade cornice
facade work noncompliancewrong bricks additional work
installation signage light fixture
replace retain wall add electricl box ground floor light
patch ground floor without permit
paint lintel replace window
removal parlor floor stain glass transom window installation roof deck
removal skylightsplanters
installation bulkhead rear cornice remove brick replace parapet extend
installation stoop railing replacement window
interior alteration without permit
sf mod add alarm
didnt install stain glass transom
storefront work without permit paint exterior
removal portion gate
fire damage buildingno window
ftm cornice
paint portion facade pink
installation signage windows without permit
work do front back building
replacement window noncompliance hvac noncompliance pip roof areaway pavers
window instal without permit
work parapet chimney
installation hvac unit south facing gable see file detail
